edad-media,  State-gov,  Bachelors,  Never-married,  Adm-clerical,  Not-in-family,  White,  Male, no, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Never-married,  Craft-repair,  Not-in-family,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  10th,  Divorced,  Craft-repair,  Not-in-family,  Amer-Indian-Eskimo,  Male, si, si, excesivo, nacional, n
anciano,  Federal-gov,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Husband,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, no, excesivo, nacional, n
edad-media,  Private,  Masters,  Divorced,  Exec-managerial,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
joven,  Private,  Assoc-voc,  Never-married,  Protective-serv,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-acdm,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, no, si, tiempo-completo, nacional, y
adulto,  Private,  Prof-school,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, si, si, medio-tiempo, nacional, y
edad-media,  Private,  Bachelors,  Never-married,  Prof-specialty,  Own-child,  Asian-Pac-Islander,  Male, si, si, excesivo, nacional, n
edad-media,  Local-gov,  Bachelors,  Never-married,  Prof-specialty,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
anciano,  State-gov,  Masters,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, medio-tiempo, nacional, n
joven,  Private,  Some-college,  Never-married,  Handlers-cleaners,  Own-child,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, si, tiempo-completo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Other-service,  Unmarried,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-voc,  Never-married,  Adm-clerical,  Own-child,  White,  Female, si, si, excesivo, nacional, n
joven,  Private,  11th,  Never-married,  Adm-clerical,  Own-child,  Asian-Pac-Islander,  Female, si, si, medio-tiempo, nacional, n
edad-media,  Self-emp-not-inc,  Some-college,  Never-married,  Other-service,  Not-in-family,  White,  Male, si, si, tiempo-completo, nacional, n
edad-media,  Self-emp-not-inc,  HS-grad,  Married-spouse-absent,  Craft-repair,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
adulto,  Private,  Assoc-voc,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, y
adulto,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Sales,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Never-married,  Craft-repair,  Not-in-family,  White,  Male, si, si, tiempo-completo, nacional, n
edad-media,  Local-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  Husband,  Black,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  10th,  Married-civ-spouse,  Farming-fishing,  Husband,  White,  Male, no, si, excesivo, extranjero, n
edad-media,  Private,  HS-grad,  Never-married,  Adm-clerical,  Unmarried,  White,  Male, si, no, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Never-married,  Other-service,  Own-child,  White,  Female, si, si, tiempo-completo, nacional, n
adulto,  Federal-gov,  HS-grad,  Divorced,  Adm-clerical,  Unmarried,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Masters,  Divorced,  Exec-managerial,  Unmarried,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Some-college,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Exec-managerial,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, si, excesivo, nacional, y
adulto,  State-gov,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, no, si, tiempo-completo, nacional, y
edad-media,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  Other-relative,  Amer-Indian-Eskimo,  Male, si, si, excesivo, nacional, n
edad-media,  Self-emp-inc,  11th,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  11th,  Divorced,  Sales,  Not-in-family,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Bachelors,  Divorced,  Sales,  Not-in-family,  White,  Female, si, no, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
joven,  Private,  Some-college,  Never-married,  Adm-clerical,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Self-emp-inc,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Some-college,  Divorced,  Machine-op-inspct,  Not-in-family,  White,  Male, no, si, excesivo, nacional, n
joven,  Private,  Some-college,  Never-married,  Other-service,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
adulto,  Self-emp-inc,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, no, si, excesivo, nacional, y
adulto,  ?,  Masters,  Married-civ-spouse,  ?,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-acdm,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
adulto,  State-gov,  HS-grad,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  Some-college,  Never-married,  Adm-clerical,  Not-in-family,  Black,  Female, si, si, medio-tiempo, nacional, n
edad-media,  State-gov,  Some-college,  Married-civ-spouse,  Adm-clerical,  Husband,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Married-spouse-absent,  Prof-specialty,  Unmarried,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  Assoc-voc,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Self-emp-inc,  Bachelors,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, tiempo-completo, nacional, y
anciano,  Self-emp-not-inc,  Assoc-voc,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, n
adulto,  Self-emp-inc,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, extranjero, y
edad-media,  Private,  Bachelors,  Divorced,  Other-service,  Not-in-family,  Asian-Pac-Islander,  Male, si, si, excesivo, extranjero, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, si, excesivo, nacional, y
adulto,  Private,  Bachelors,  Married-civ-spouse,  Adm-clerical,  Wife,  White,  Female, no, si, tiempo-completo, nacional, n
edad-media,  Private,  Bachelors,  Never-married,  Exec-managerial,  Own-child,  White,  Male, si, no, excesivo, nacional, n
joven,  Local-gov,  9th,  Never-married,  Other-service,  Own-child,  Black,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Local-gov,  Bachelors,  Married-civ-spouse,  Protective-serv,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  State-gov,  9th,  Divorced,  Other-service,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Divorced,  Exec-managerial,  Unmarried,  White,  Female, si, si, excesivo, nacional, n
joven,  Private,  Some-college,  Never-married,  Farming-fishing,  Own-child,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Local-gov,  Bachelors,  Never-married,  Prof-specialty,  Not-in-family,  White,  Male, si, no, excesivo, nacional, n
joven,  Private,  Some-college,  Never-married,  Handlers-cleaners,  Not-in-family,  Black,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Other-service,  Unmarried,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, si, si, excesivo, nacional, n
adulto,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Divorced,  Exec-managerial,  Unmarried,  White,  Female, si, si, medio-tiempo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  10th,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Masters,  Divorced,  Exec-managerial,  Unmarried,  White,  Female, si, si, excesivo, nacional, y
edad-media,  Private,  10th,  Married-civ-spouse,  Transport-moving,  Husband,  Black,  Male, si, si, excesivo, nacional, y
adulto,  Private,  Some-college,  Divorced,  Other-service,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-acdm,  Never-married,  Prof-specialty,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  10th,  Married-civ-spouse,  Machine-op-inspct,  Wife,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Separated,  Other-service,  Not-in-family,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  State-gov,  HS-grad,  Divorced,  Adm-clerical,  Own-child,  White,  Female, si, si, tiempo-completo, nacional, n
adulto,  Private,  Prof-school,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, no, excesivo, nacional, n
edad-media,  Local-gov,  HS-grad,  Separated,  Protective-serv,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
adulto,  Local-gov,  Some-college,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
anciano,  ?,  5th-6th,  Divorced,  ?,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  10th,  Never-married,  Sales,  Own-child,  White,  Male, si, si, tiempo-completo, nacional, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, no, excesivo, nacional, y
edad-media,  Private,  10th,  Never-married,  Machine-op-inspct,  Unmarried,  White,  Female, si, si, excesivo, nacional, n
joven,  Private,  HS-grad,  Never-married,  Adm-clerical,  Own-child,  White,  Female, si, si, excesivo, nacional, n
joven,  Private,  10th,  Never-married,  Handlers-cleaners,  Own-child,  White,  Male, si, si, medio-tiempo, nacional, n
adulto,  Private,  7th-8th,  Divorced,  Machine-op-inspct,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
joven,  Private,  Some-college,  Never-married,  Adm-clerical,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
adulto,  Private,  Doctorate,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, no, si, excesivo, extranjero, y
edad-media,  Private,  12th,  Divorced,  Transport-moving,  Unmarried,  Black,  Male, si, si, excesivo, nacional, n
joven,  Private,  Bachelors,  Never-married,  Adm-clerical,  Not-in-family,  White,  Male, si, si, tiempo-completo, nacional, n
edad-media,  Self-emp-not-inc,  HS-grad,  Never-married,  Sales,  Not-in-family,  White,  Male, si, si, excesivo, extranjero, n
edad-media,  Private,  HS-grad,  Never-married,  Transport-moving,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  Some-college,  Never-married,  Other-service,  Other-relative,  Black,  Female, si, si, medio-tiempo, nacional, n
joven,  Private,  12th,  Never-married,  Handlers-cleaners,  Own-child,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
anciano,  ?,  Bachelors,  Widowed,  ?,  Not-in-family,  White,  Female, no, si, medio-tiempo, nacional, y
adulto,  Private,  7th-8th,  Married-civ-spouse,  Protective-serv,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Federal-gov,  HS-grad,  Separated,  Other-service,  Other-relative,  Black,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Never-married,  Other-service,  Not-in-family,  Black,  Female, si, si, tiempo-completo, extranjero, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Farming-fishing,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  11th,  Never-married,  Other-service,  Not-in-family,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Local-gov,  Bachelors,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  ?,  Some-college,  Never-married,  ?,  Own-child,  White,  Male, si, si, medio-tiempo, nacional, n
joven,  ?,  Bachelors,  Never-married,  ?,  Own-child,  Black,  Female, si, si, excesivo, extranjero, n
edad-media,  Private,  Assoc-acdm,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, no, excesivo, nacional, y
joven,  Private,  Some-college,  Never-married,  Other-service,  Own-child,  White,  Male, si, si, tiempo-completo, nacional, n
joven,  Private,  Some-college,  Never-married,  Handlers-cleaners,  Own-child,  White,  Male, si, si, excesivo, nacional, n
edad-media,  ?,  10th,  Separated,  ?,  Own-child,  White,  Male, no, si, excesivo, nacional, n
adulto,  Private,  Assoc-voc,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  HS-grad,  Never-married,  Farming-fishing,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
joven,  State-gov,  Some-college,  Never-married,  Tech-support,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Local-gov,  Bachelors,  Never-married,  Prof-specialty,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
anciano,  ?,  HS-grad,  Widowed,  ?,  Not-in-family,  White,  Female, si, si, medio-tiempo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Bachelors,  Never-married,  Sales,  Own-child,  Asian-Pac-Islander,  Male, si, si, excesivo, extranjero, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Adm-clerical,  Not-in-family,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Farming-fishing,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, y
adulto,  Private,  Some-college,  Divorced,  Exec-managerial,  Unmarried,  White,  Male, si, si, excesivo, extranjero, n
edad-media,  Self-emp-not-inc,  HS-grad,  Divorced,  Craft-repair,  Own-child,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  HS-grad,  Never-married,  Exec-managerial,  Own-child,  White,  Female, si, si, medio-tiempo, nacional, n
joven,  Private,  Bachelors,  Never-married,  Adm-clerical,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
anciano,  Private,  Some-college,  Married-civ-spouse,  Protective-serv,  Husband,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Local-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  ?,  Some-college,  Never-married,  ?,  Own-child,  White,  Male, no, si, excesivo, nacional, n
adulto,  Private,  Masters,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, no, si, excesivo, extranjero, y
edad-media,  Self-emp-not-inc,  Bachelors,  Married-civ-spouse,  Other-service,  Husband,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  HS-grad,  Never-married,  Prof-specialty,  Not-in-family,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Local-gov,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Wife,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Never-married,  Sales,  Not-in-family,  Black,  Female, si, si, excesivo, nacional, n
joven,  Private,  11th,  Never-married,  Machine-op-inspct,  Own-child,  White,  Male, si, si, excesivo, nacional, n
