(n,[(edad,edad-media),(workclass, State-gov),(educacion, Bachelors),(marital-status, Never-married),(ocupacion, Adm-clerical),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,no),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,adulto),(workclass, Self-emp-inc),(educacion, Prof-school),(marital-status, Married-civ-spouse),(ocupacion, Prof-specialty),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,no),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Divorced),(ocupacion, Adm-clerical),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Adm-clerical),(relacion, Wife),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Never-married),(ocupacion, Handlers-cleaners),(relacion, Own-child),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,adulto),(workclass, Self-emp-inc),(educacion, Masters),(marital-status, Married-civ-spouse),(ocupacion, Exec-managerial),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,no),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Self-emp-not-inc),(educacion, Some-college),(marital-status, Married-civ-spouse),(ocupacion, Exec-managerial),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Adm-clerical),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,extranjero)]),
(n,[(edad,adulto),(workclass, Federal-gov),(educacion, HS-grad),(marital-status, Divorced),(ocupacion, Adm-clerical),(relacion, Not-in-family),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Self-emp-not-inc),(educacion, Some-college),(marital-status, Never-married),(ocupacion, Transport-moving),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,no),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Craft-repair),(relacion, Husband),(raza, Asian-Pac-Islander),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Bachelors),(marital-status, Never-married),(ocupacion, Adm-clerical),(relacion, Not-in-family),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,adulto),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Sales),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Federal-gov),(educacion, Bachelors),(marital-status, Married-civ-spouse),(ocupacion, Prof-specialty),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, State-gov),(educacion, Some-college),(marital-status, Separated),(ocupacion, Adm-clerical),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Craft-repair),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,adulto),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Transport-moving),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,anciano),(workclass, ?),(educacion, Assoc-voc),(marital-status, Widowed),(ocupacion, ?),(relacion, Not-in-family),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,medio-tiempo),(pais,nacional)]),
(n,[(edad,anciano),(workclass, Private),(educacion, HS-grad),(marital-status, Widowed),(ocupacion, Other-service),(relacion, Not-in-family),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,tiempo-completo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Self-emp-inc),(educacion, Some-college),(marital-status, Never-married),(ocupacion, Craft-repair),(relacion, Own-child),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,tiempo-completo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Never-married),(ocupacion, Sales),(relacion, Not-in-family),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, Bachelors),(marital-status, Married-civ-spouse),(ocupacion, Prof-specialty),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,no),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,adulto),(workclass, Self-emp-not-inc),(educacion, Some-college),(marital-status, Married-civ-spouse),(ocupacion, Craft-repair),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,tiempo-completo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Some-college),(marital-status, Married-civ-spouse),(ocupacion, Adm-clerical),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,tiempo-completo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Local-gov),(educacion, Bachelors),(marital-status, Divorced),(ocupacion, Protective-serv),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Bachelors),(marital-status, Never-married),(ocupacion, Exec-managerial),(relacion, Unmarried),(raza, Black),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Some-college),(marital-status, Married-civ-spouse),(ocupacion, Other-service),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Assoc-acdm),(marital-status, Never-married),(ocupacion, Other-service),(relacion, Not-in-family),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Never-married),(ocupacion, Tech-support),(relacion, Not-in-family),(raza, Black),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, Some-college),(marital-status, Never-married),(ocupacion, Other-service),(relacion, Unmarried),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,adulto),(workclass, Local-gov),(educacion, Bachelors),(marital-status, Married-civ-spouse),(ocupacion, Adm-clerical),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, Bachelors),(marital-status, Married-civ-spouse),(ocupacion, Sales),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,no),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,anciano),(workclass, Private),(educacion, Bachelors),(marital-status, Married-civ-spouse),(ocupacion, Protective-serv),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,no),(capital-loss,si),(horas-por-semana,medio-tiempo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Transport-moving),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,tiempo-completo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Sales),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,adulto),(workclass, Private),(educacion, HS-grad),(marital-status, Never-married),(ocupacion, Sales),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,no),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Federal-gov),(educacion, Assoc-acdm),(marital-status, Divorced),(ocupacion, Prof-specialty),(relacion, Unmarried),(raza, Asian-Pac-Islander),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,extranjero)]),
(y,[(edad,anciano),(workclass, ?),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, ?),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, Some-college),(marital-status, Never-married),(ocupacion, Farming-fishing),(relacion, Own-child),(raza, Black),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,medio-tiempo),(pais,nacional)]),
(y,[(edad,adulto),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Adm-clerical),(relacion, Wife),(raza, White),(sexo, Female),(capital-gain,no),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Some-college),(marital-status, Married-civ-spouse),(ocupacion, Transport-moving),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Self-emp-not-inc),(educacion, Bachelors),(marital-status, Married-civ-spouse),(ocupacion, Sales),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,no),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,adulto),(workclass, Private),(educacion, 10th),(marital-status, Married-civ-spouse),(ocupacion, Other-service),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Bachelors),(marital-status, Never-married),(ocupacion, Exec-managerial),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,adulto),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Craft-repair),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,adulto),(workclass, ?),(educacion, 12th),(marital-status, Married-civ-spouse),(ocupacion, ?),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,adulto),(workclass, Self-emp-not-inc),(educacion, 1st-4th),(marital-status, Widowed),(ocupacion, Other-service),(relacion, Unmarried),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,tiempo-completo),(pais,extranjero)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Transport-moving),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Masters),(marital-status, Married-civ-spouse),(ocupacion, Prof-specialty),(relacion, Husband),(raza, Black),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,tiempo-completo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Handlers-cleaners),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, 5th-6th),(marital-status, Married-civ-spouse),(ocupacion, Craft-repair),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,no),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, Some-college),(marital-status, Never-married),(ocupacion, Other-service),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Assoc-acdm),(marital-status, Married-civ-spouse),(ocupacion, Tech-support),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Local-gov),(educacion, Some-college),(marital-status, Never-married),(ocupacion, Other-service),(relacion, Own-child),(raza, Black),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Craft-repair),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Federal-gov),(educacion, Some-college),(marital-status, Never-married),(ocupacion, Armed-Forces),(relacion, Not-in-family),(raza, Black),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Never-married),(ocupacion, Other-service),(relacion, Unmarried),(raza, Black),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,extranjero)]),
(y,[(edad,adulto),(workclass, Self-emp-inc),(educacion, Some-college),(marital-status, Married-civ-spouse),(ocupacion, Transport-moving),(relacion, Wife),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Self-emp-not-inc),(educacion, Prof-school),(marital-status, Married-civ-spouse),(ocupacion, Prof-specialty),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Assoc-voc),(marital-status, Married-civ-spouse),(ocupacion, Exec-managerial),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, Bachelors),(marital-status, Married-civ-spouse),(ocupacion, Machine-op-inspct),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Assoc-voc),(marital-status, Never-married),(ocupacion, Machine-op-inspct),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, 5th-6th),(marital-status, Never-married),(ocupacion, Adm-clerical),(relacion, Own-child),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,extranjero)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Sales),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Craft-repair),(relacion, Wife),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Federal-gov),(educacion, Bachelors),(marital-status, Married-civ-spouse),(ocupacion, Exec-managerial),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Bachelors),(marital-status, Never-married),(ocupacion, Prof-specialty),(relacion, Not-in-family),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
